,name,affiliation,race,status,devil_fruit,origin,haki,bounty,devil_fruit_type
945,Moda,Revolutionary Army,Human,Alive,Unknown,,,,Unknown
946,Mohji,Cross Guild,Human,Alive,Unknown,East Blue,,,Unknown
947,Momonga,Marines,Human,Alive,Unknown,Grand Line,"['Observation', 'Armament']",500000000,Unknown
948,Momoo,Arlong Pirates (former),Animal,Alive,Unknown,Grand Line,,,Unknown
949,Monda,Foxy Pirates (former),Animal,Alive,Unknown,,,,Unknown
950,Monet,Donquixote Pirates,Human,Deceased,Yuki Yuki no Mi,North Blue,,,Logia
951,Monjii,Mokomo Dukedom,Mink,Alive,Unknown,,,,Unknown
952,Monjiro,Kouzuki Family,Human,Alive,Unknown,,,,Unknown
953,Monkey D. Dragon,Revolutionary Army,Human,Alive,Unknown,East Blue (Goa Kingdom),,,Unknown
954,Monkey D. Garp,Marines,Human,Alive,Unknown,East Blue (Goa Kingdom),"['Conquerors', 'Observation', 'Armament']",3000000000,Unknown
955,Monkey D. Luffy,Straw Hat Pirates,Human,Alive,"Hito Hito no Mi, Model: Nika (Awakened)",East Blue (Foosha Village),"['Conquerors', 'Observation', 'Armament']",3000000000,Zoan
956,Monster,Red Hair Pirates,Animal,Alive,Unknown,East Blue,,,Unknown
957,Mont Blanc Cricket,Saruyama Alliance,Human,Alive,Unknown,North Blue,,25000000,Unknown
958,Mont Blanc Noland,Lvneel Kingdom,Human,Deceased,Unknown,North Blue (Lvneel Kingdom),,,Unknown
959,Moodie,,Human,Alive,Unknown,East Blue,,,Unknown
960,Moon Isaac Jr.,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
961,Moqueca,Samba Kingdom,Human,Alive,Unknown,,,,Unknown
962,Morgan,Marines (former),Human,Alive,Unknown,,,,Unknown
963,Morgans,World Economy News Paper,Human,Alive,"Tori Tori no Mi, Model: Albatross",Grand Line,,,Zoan
964,Morley,Revolutionary Army,Giant,Alive,Oshi Oshi no Mi,West Blue,"['Observation', 'Armament']",293000000,Paramecia
965,Mornin,,Human,Alive,Unknown,East Blue (Syrup Village),,,Unknown
966,Mororon,Tajine Kingdom,Human,Alive,Unknown,,,,Unknown
967,Mosa,,Human,Alive,Unknown,,,,Unknown
968,Mosh,Kid Pirates,Human,Unknown,Unknown,,,,Unknown
969,Motobaro,Rosy Life Riders,Animal,Alive,Unknown,Grand Line (Rural Village),,,Unknown
970,Mottled,Poseidon,Animal,Alive,Unknown,,,,Unknown
971,Motzel,,Human,Alive,Unknown,East Blue,,,Unknown
972,Mounblutain,Fake Straw Hat Crew,Human,Unknown,Unknown,East Blue,,,Unknown
973,Mountain God,Kouzuki Family,Animal,Unknown,Unknown,,,,Unknown
974,Mountain Ricky,Foxy Pirates (former),Human,Alive,Unknown,,,,Unknown
975,Mouseman,Beasts Pirates,Human,Alive,Mouse SMILE,,,,Unknown
976,Mousse,Shandia,Moon people - Shandian,Deceased,Unknown,,,,Unknown
977,Mouthto Mouthyan,,Human,Alive,Unknown,,,,Unknown
978,Moyle,Divine Squad,Moon people - Skypiean,Unknown,Unknown,,,,Unknown
979,Mozambia,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
980,Mozu,Franky Family,Human,Alive,Unknown,Grand Line (Water 7),,,Unknown
981,Mr. 10,Baroque Works (former),Human,Alive,Unknown,,,,Unknown
982,Mr. 11,Baroque Works,Human,Deceased,Unknown,Grand Line,,,Unknown
983,Mr. 12,Baroque Works (former),Human,Alive,Unknown,,,,Unknown
984,Mr. 13,Baroque Works (former),Animal,Alive,Unknown,Grand Line,,,Unknown
985,Mr. 6,Baroque Works (former),Human,Alive,Unknown,,,,Unknown
986,Mr. 7,Baroque Works,Human,Deceased,Unknown,,,,Unknown
987,Mr. 7,Baroque Works (former),Human,Alive,Unknown,,,,Unknown
988,Mr. 9,Baroque Works (former),Human,Alive,Unknown,Grand Line,,,Unknown
989,Mr. Beans,Baroque Works (Millions) (former),Human,Alive,Unknown,Grand Line,,,Unknown
990,Mr. Love,Baroque Works (Billions) (former),Human,Alive,Unknown,,,,Unknown
991,Mr. Mellow,Baroque Works (Billions) (former),Human,Alive,Unknown,,,,Unknown
992,Mr. Momora,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
993,Mr. Shimizu,Baroque Works (Millions) (former),Human,Alive,Unknown,Grand Line,,,Unknown
994,Muchana,Impel Down,Human,Alive,Unknown,,,,Unknown
995,Muginn,,Animal,Alive,Unknown,,,,Unknown
996,Mugren,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
997,Mukkashimi Tower,,Human,Alive,Unknown,,,,Unknown
998,Mummy,,Human,Alive,Unknown,,,,Unknown
999,Mummy Mee,World Government,Human,Alive,Unknown,East Blue (Conomi Islands),,,Unknown
1000,Muret,Bellamy Pirates,Human,Unknown,Unknown,North Blue (Notice),,,Unknown
1001,Muti,,Human,Alive,Unknown,,,,Unknown
1002,Nakaiwa,,Human,Unknown,Unknown,,,,Unknown
1003,Nako,,Human,Alive,Unknown,East Blue (Conomi Islands),,,Unknown
1004,Nami,Straw Hat Pirates,Human,Alive,Unknown,East Blue (Conomi Islands),,366000000,Unknown
1005,Namur,Whitebeard Pirates,Fish-man,Alive,Unknown,Grand Line,,,Unknown
1006,Nanday,,Human,Alive,Unknown,Grand Line (Cactus Island),,,Unknown
1007,Nangi,Beasts Pirates (Numbers),Artificial Giant,Alive,Unknown,,,,Unknown
1008,Napoleon,Big Mom Pirates,Object,Unknown,Unknown,Grand Line,,,Unknown
1009,Nash,New Giant Warrior Pirates,Object,Alive,Unknown,,,,Unknown
1010,Nashi,Ringo Kingdom,Human,Alive,Unknown,,,,Unknown
1011,Natto,Sand-Sand Clan (former),Human,Alive,Unknown,,,,Unknown
1012,Nazu Ketagari,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1013,Needle God,,Animal,Alive,Unknown,,,,Unknown
1014,Nefertari Cobra,Arabasta Kingdom,Human,Deceased,Unknown,Grand Line (Arabasta Kingdom),,,Unknown
1015,Nefertari D. Lili,Arabasta Kingdom,Human,Deceased,Unknown,Grand Line (Arabasta Kingdom),,,Unknown
1016,Nefertari Titi,Arabasta Kingdom,Human,Deceased,Unknown,,,,Unknown
1017,Nefertari Vivi,Arabasta Kingdom,Human,Alive,Unknown,Grand Line (Arabasta Kingdom),,,Unknown
1018,Neggy,Gingapore Kingdom,Human,Alive,Unknown,,,,Unknown
1019,Negikuma Maria,,Human,Alive,Unknown,Grand Line (Drum Island),,,Unknown
1020,Nekomamushi,Mokomo Dukedom,Mink,Alive,Unknown,Grand Line (Mokomo Dukedom),"['Observation', 'Armament']",,Unknown
1021,Nekozaemon,,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1022,Neoki,Beasts Pirates,Human,Alive,Unknown,,,,Unknown
1023,Neptune,Ryugu Kingdom,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1024,Nerine,Kuja,Human,Alive,Unknown,Calm Belt (Amazon Lily),['Armament'],,Unknown
1025,Nero,CP9 (former),Human,Unknown,Unknown,West Blue,,,Unknown
1026,Nerona Imu,World Government,Human,Alive,Akuma No Mi (Awakened),,"['Conquerors', 'Observation']",,Zoan
1027,Nezumi,Marines,Human,Alive,Unknown,East Blue,,100000000,Unknown
1028,Nico Olvia,Ohara Archaeologists,Human,Deceased,Unknown,West Blue (Ohara),,79000000,Unknown
1029,Nico Robin,Straw Hat Pirates,Human,Alive,Hana Hana no Mi,West Blue,,930000000,Paramecia
1030,Nigeratta,,Human,Alive,Unknown,,,,Unknown
1031,Nightcrab Girl,Beasts Pirates,Human,Alive,Crab SMILE,,,,Zoan
1032,Nika,,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1033,Nika [Sun God],,Human,Unknown,Unknown,,,,Unknown
1034,Nin,Thriller Bark Pirates,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1035,Ninjin,Usopp Pirates (disbanded),Human,Alive,Unknown,East Blue (Gecko Islands),,,Unknown
1036,Ninth,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1037,Nitro,Big Mom Pirates,Object,Alive,Unknown,,,,Unknown
1038,Noble Croc,Big Mom Pirates,Animal,Alive,Unknown,,,,Unknown
1039,Nodoi Wakan,Beasts Pirates,Human,Alive,Unknown,,,,Unknown
1040,Nojiko,Nojiko's mikan farm,Human,Alive,Unknown,East Blue,,,Unknown
1041,Nokokuwa Police,Beasts Pirates (Armored Division),Human,Alive,Japanese Stag Beetle SMILE,,,,Zoan
1042,Nokotti,Beasts Pirates,Human,Alive,Unknown,,,,Unknown
1043,Nola,Wagomuland,Animal,Alive,Unknown,,,,Unknown
1044,Nora Gitsune,Fake Straw Hat Crew,Animal,Alive,Unknown,East Blue,,,Unknown
1045,Noriko,,Human,Alive,Unknown,,,,Unknown
1046,Norinosuke,,Human,Unknown,Unknown,,,,Unknown
1047,Nosgarl,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1048,Nubon,Tontatta Kingdom,Dwarf,Alive,Unknown,,,,Unknown
1049,Nugire Yainu,Black Cat Pirates,Human,Deceased,Unknown,East Blue,,,Unknown
1050,Nure-Onna,Beasts Pirates,Human,Alive,Hognose Snake SMILE,,,,Zoan
1051,Nyasha,,Animal,Alive,Unknown,,,,Unknown
1052,Nyornyo Nyarmani,,Mink,Alive,Unknown,,,,Unknown
1053,Oars,Thriller Bark Pirates,Ancient Giant,Deceased,Unknown,North Blue,,,Unknown
1054,Ochoku,Rocks Pirates (former),Human,Unknown,Unknown,,,,Unknown
1055,Octopako,,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1056,Ohm,God's Army (former),Moon people - Birkan,Unknown,Unknown,Sky Islands (Birka),['Observation'],,Unknown
1057,Oide,,Human,Alive,Unknown,,,,Unknown
1058,Oimo,Giant Warrior Pirates,Giant,Alive,Unknown,Grand Line (Elbaph),,,Unknown
1059,Oiwa,,Human,Unknown,Unknown,,,,Unknown
1060,Okame,Rebel Army (former),Human,Alive,Unknown,,,,Unknown
1061,Okome,Hokahoka Pirates,Human,Alive,Unknown,,,,Unknown
1062,Olav,Walrus School,Giant,Alive,Unknown,,,,Unknown
1063,Oli,Red Hair Pirates,Human,Alive,Unknown,,,,Unknown
1064,Oliva,Whitebeard Pirates (former),Human,Alive,Unknown,,,,Unknown
1065,Omasa,,Human,Alive,Unknown,,,,Unknown
1066,Onigumo,Marines,Human,Alive,Unnamed Spider Zoan,,['Armament'],500000000,Zoan
1067,Onimaru,Shimotsuki Family,Animal,Alive,"Hito Hito no Mi, Model: Onyudo",,,,Zoan
1068,Oran,,Human,Deceased,Unknown,,,,Unknown
1069,Orlumbus,Yonta Maria Grand Fleet,Human,Alive,Unknown,Grand Line (Standing Kingdom),,148000000,Unknown
1070,Ossamondo,Spade Pirates,Human,Alive,Unknown,,,,Unknown
1071,Otohime,Ryugu Kingdom,Merfolk,Deceased,Unknown,Grand Line (Ryugu Kingdom),['Observation'],,Unknown
1072,Ottoland,Franky Family,Human,Alive,Unknown,,,,Unknown
1073,Outlook III,Goa Kingdom,Human,Alive,Unknown,,,,Unknown
1074,Packy,Yes Pirates,Human,Alive,Unknown,East Blue (Loguetown),,,Unknown
1075,Pagaya,,Moon people - Skypiean,Alive,Unknown,Grand Line (Skypiea),,,Unknown
1076,Page One,Yamato,Human,Alive,"Ryu Ryu no Mi, Model: Spinosaurus",Grand Line,"['Observation', 'Armament']",290000000,Zoan
1077,Palms,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1078,Pandora,Carmel,Object,Unknown,Unknown,,,,Unknown
1079,Pankuta Dakeyan,,Human,Alive,Unknown,Grand Line,,,Unknown
1080,Pansy,Kuja,Human,Alive,Unknown,Calm Belt (Amazon Lily),['Armament'],,Unknown
1081,Papaneel,,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1082,Papas,Kid Pirates,Human,Unknown,Unknown,,,,Unknown
1083,Pappag,Criminal,Animal,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1084,Part,Bonney Pirates,Human,Alive,Unknown,South Blue,,,Unknown
1085,Pascia,,Human,Alive,Unknown,South Blue,,,Unknown
1086,Patty,Baratie,Human,Alive,Unknown,East Blue,,,Unknown
1087,Paulie,Galley-La Company,Human,Alive,Unknown,Grand Line (Water 7),,,Unknown
1088,Pavlik,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1089,Peachbeard,Peachbeard Pirates,Human,Alive,Unknown,,,,Unknown
1090,Pearl,Krieg Pirates,Human,Alive,Unknown,East Blue,,,Unknown
1091,Pedro,Mokomo Dukedom,Mink,Deceased,Unknown,Grand Line (Mokomo Dukedom),"['Observation', 'Armament']",382000000,Unknown
1092,Peepley Lulu,Galley-La Company,Human,Alive,Unknown,Grand Line (Water 7),,,Unknown
1093,Pekkori,Harahettania,Human,Alive,Unknown,,,,Unknown
1094,Pekoms,Big Mom Pirates,Mink,Unknown,Kame Kame no Mi,,"['Observation', 'Armament']",330000000,Zoan
1095,Pell,Arabasta Kingdom,Human,Alive,"Tori Tori no Mi, Model: Falcon",Grand Line (Arabasta Kingdom),,,Zoan
1096,Pellini,Tontatta Kingdom,Dwarf,Alive,Unknown,,,,Unknown
1097,Penguin,Heart Pirates,Human,Unknown,Unknown,North Blue,,,Unknown
1098,Peppoko,Alvida Pirates (disbanded),Human,Alive,Unknown,East Blue,,,Unknown
1099,Perona,Thriller Bark Pirates,Human,Alive,Horo Horo no Mi,West Blue,,,Paramecia
1100,Peterman,Hound Pets,Human,Alive,Unknown,,,,Unknown
1101,Petermoo,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1102,Pica,Donquixote Pirates,Human,Alive,Ishi Ishi no Mi,North Blue,"['Observation', 'Armament']",99000000,Paramecia
1103,Pickles,Foxy Pirates (former),Human,Alive,Unknown,,,,Unknown
1104,Pierre,Gan Fall,Animal,Alive,Uma Uma no Mi,,,,Zoan
1105,Piiman,Usopp Pirates (disbanded),Human,Alive,Unknown,East Blue (Gecko Islands),,,Unknown
1106,Pike,Marines ,Human,Alive,Unknown,,,,Unknown
1107,Pinky,,Animal,Alive,Unknown,East Blue,,,Unknown
1108,Piper,,Animal,Alive,Unknown,,,,Unknown
1109,Pisaro,Arlong Pirates,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1110,Pluming,World Government,Human,Alive,Unknown,,,,Unknown
1111,Poker,Beasts Pirates,Human,Alive,Rattlesnake SMILE,,,,Zoan
1112,Polo Gram,Whitebeard Pirates (former),Human,Unknown,Unknown,,,,Unknown
1113,Pomp,Kid Pirates,Human,Unknown,Unknown,,,,Unknown
1114,Pomsky,Marines,Human,Alive,Rako Rako no Mi,,['Armament'],500000000,Zoan
1115,Poppoko,Alvida Pirates (disbanded),Human,Alive,Unknown,East Blue,,,Unknown
1116,Poppy,Kuja,Human,Alive,Unknown,Calm Belt (Amazon Lily),['Armament'],,Unknown
1117,Porche,Foxy Pirates,Human,Alive,Unknown,,,,Unknown
1118,Porchemy,Bluejam Pirates,Human,Deceased,Unknown,East Blue (Goa Kingdom),,3400000,Unknown
1119,Poro,Orange Town,Human,Alive,Unknown,East Blue (Orange Town),,,Unknown
1120,Portgas D. Ace,Whitebeard Pirates,Human,Deceased,Mera Mera no Mi,South Blue (Baterilla),"['Conquerors', 'Observation', 'Armament']",550000000,Logia
1121,Portgas D. Rouge,,Human,Deceased,Unknown,,,,Unknown
1122,Potato,Bonney Pirates,Human,Alive,Unknown,South Blue,,,Unknown
1123,Potaufeu,,Human,Alive,Unknown,,,,Unknown
1124,Potsun,,Human,Alive,Unknown,,,,Unknown
1125,Pound,Charlotte Family (Former),Human,Alive,Unknown,Grand Line (New World),,,Unknown
1126,Prince Grus,Marines (SWORD),Human,Alive,Gunyo Gunyo no Mi,West Blue,"['Observation', 'Armament']","500,000,000 [Cross Guild]",Unknown
1127,Prometheus,Big Mom Pirates,Object,Unknown,Unknown,Grand Line,,,Unknown
1128,Pudding Pudding,Marines ,Human,Deceased,Unknown,East Blue,,,Unknown
1129,Pudos,,Human,Alive,Unknown,,,,Unknown
1130,Puppu,,Human,Unknown,Unknown,,,,Unknown
1131,Pururu,Bourgeois Pirates,Human,Alive,Unknown,,,,Unknown
1132,Pythagoras,Marines (SSG),Robot,Alive,Unknown,Grand Line (Egghead),,,Unknown
1133,Queen Mama Chanter,Big Mom Pirates,Object,Alive,Unknown,,,,Unknown
1134,Quincy,Kid Pirates,Human,Unknown,Unknown,,,,Unknown
1135,Rabbitman,Beasts Pirates,Human,Alive,Rabbit SMILE,,,,Zoan
1136,Rabiyan,Big Mom Pirates,Object,Alive,Unknown,,,,Unknown
1137,Raccoon,,Human,Unknown,Unknown,,,75000000,Unknown
1138,Ragnir,Loki,Object,Alive,Unnamed Squirrel Zoan,,,,Unknown
1139,Raideen,Giant Warrior Pirates (former),Giant,Alive,Unknown,,,,Unknown
1140,Raijin,Beasts Pirates,Human,Alive,Unknown,Grand Line (Wano Country),,,Unknown
1141,Raizo,Kouzuki Family,Human,Alive,Maki Maki no Mi,Grand Line (Wano Country),"['Observation', 'Armament']",,Paramecia
1142,Raki,Shandia,Moon people - Shandian,Alive,Unknown,Sky Islands (Skypiea),,,Unknown
1143,Rakuda,,Human,Alive,Unknown,,,,Unknown
1144,Rakushitemo Terusubehainaika,Germ Pirates,Human,Alive,Unknown,,,,Unknown
1145,Rakuyo,Whitebeard Pirates,Human,Alive,Unknown,South Blue,,,Unknown
1146,Ramba,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1147,Ramen,Kano Country,Human,Alive,Unknown,,,,Unknown
1148,Rampo,Tontatta Kingdom,Dwarf,Alive,Unknown,,,,Unknown
1149,Ran,Kuja,Human,Alive,Unknown,Calm Belt (Amazon Lily),['Armament'],,Unknown
1150,Randolph,Big Mom Pirates,Animal,Alive,Unknown,,,,Unknown
1151,Rangram,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1152,Ratatoskr,Warrior God,Animal,Unknown,Unknown,,,,Unknown
1153,Ratel,Marines,Human,Alive,Unknown,,,100000000,Unknown
1154,Rebecca,Dressrosa Kingdom,Human,Alive,Unknown,Grand Line (Dressrosa),['Observation'],,Unknown
1155,Reck,Kid Pirates,Human,Unknown,Unknown,,,,Unknown
1156,Recycle-Wan,Vegapunk,Robot,Alive,Unknown,,,,Unknown
1157,Red King,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1158,Redwolf,Beasts Pirates,Human,Alive,Wolf SMILE,,,,Zoan
1159,Reforte,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1160,Renona Topakka,,Merfolk,Deceased,Unknown,,,,Unknown
1161,Rhodes,Giant Warrior Pirates,Giant,Alive,Unknown,,,,Unknown
1162,Richie,Cross Guild,Animal,Alive,Unknown,,,,Unknown
1163,Rika,Marines ,Human,Alive,Unknown,East Blue,,,Unknown
1164,Riku Doldo III,Dressrosa Kingdom,Human,Alive,Unknown,Grand Line (Dressrosa),,,Unknown
1165,Rimoshifu Killingham,Knights of God,Human,Alive,"Ryu Ryu no Mi, Model: Qilin (Awakened)",,,,Zoan
1166,Rindo,Kuja,Human,Alive,Unknown,Calm Belt (Amazon Lily),['Armament'],,Unknown
1167,Rint,Ohara Archaeologists,Human,Deceased,Unknown,,,,Unknown
1168,Ripley,Walrus School,Giant,Alive,Unknown,,,,Unknown
1169,Ripper,Marines,Human,Alive,Unknown,East Blue,,1000000,Unknown
1170,Ririka,,Human,Alive,Unknown,East Blue,,,Unknown
1171,Risky Brothers,Rolling Pirates,Human,Alive,Unknown,,,,Unknown
1172,Rivers,Bellamy Pirates,Human,Unknown,Unknown,North Blue (Notice),,,Unknown
1173,Road,New Giant Warrior Pirates,Giant,Alive,Unknown,Grand Line (Elbaph),,,Unknown
1174,Rob Lucci,CP0,Human,Alive,"Neko Neko no Mi, Model: Leopard (Awakened)",Grand Line (Guanhao),"['Observation', 'Armament']",,Zoan
1175,Robson,Drum Kingdom (former),Animal,Unknown,Unknown,,,,Unknown
1176,Roche,Ohara Archaeologists,Human,Deceased,Unknown,,,,Unknown
1177,Roche Tomson,,Human,Unknown,Unknown,,,"At least 100,000,000",Unknown
1178,Rock [Yeti Cool Brother],Caesar Clown (former),Giant,Unknown,Unknown,Grand Line,,20000000,Unknown
1179,Rockstar,Red Hair Pirates,Human,Alive,Unknown,,,94000000,Unknown
1180,Roddy,Mokomo Dukedom,Mink,Alive,Unknown,,,,Unknown
1181,Roji,,Human,Deceased,Unknown,,,,Unknown
1182,Rokkaku,Marines,Human,Alive,Unknown,East Blue,,1000000,Unknown
1183,Rokki,Beasts Pirates (Numbers),Artificial Giant,Alive,Unknown,Grand Line (Punk Hazard),,,Unknown
1184,Rolling Logan,Majiatsuka Kingdom,Human,Alive,Unknown,,,,Unknown
1185,Ronja,Walrus School,Giant,Alive,Unknown,,,,Unknown
1186,Roronoa Arashi,,Human,Deceased,Unknown,East Blue (Shimotsuki Village),,,Unknown
1187,Roronoa Pinzoro,,Human,Unknown,Unknown,,,,Unknown
1188,Roronoa Zoro,Straw Hat Pirates,Human,Alive,Unknown,East Blue (Shimotsuki Village),"['Conquerors', 'Observation', 'Armament']",1111000000,Unknown
1189,Roshio,Roshio Pirates,Human,Alive,Unknown,,,42000000,Unknown
1190,Ross,Bellamy Pirates,Human,Unknown,Unknown,North Blue (Notice),,,Unknown
1191,Rosward Charlos,World Government,Human,Alive,Unknown,Red Line (Mary Geoise),,,Unknown
1192,Rosward Rosward,World Government,Human,Alive,Unknown,Red Line (Mary Geoise),,,Unknown
1193,Rosward Shalria,World Government,Human,Alive,Unknown,Red Line (Mary Geoise),,,Unknown
1194,Rowing,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1195,Roxanne,,Human,Alive,Unknown,East Blue,,,Unknown
1196,Royder,,Human,Alive,Unknown,,,,Unknown
1197,Rug Bear,Thriller Bark Pirates,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1198,Run,Caesar Clown (former),Human,Alive,Unknown,,,,Unknown
1199,Rush,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1200,Russian,,Human,Deceased,Unknown,,,,Unknown
1201,Ryuboshi,Ryugu Kingdom,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1202,Ryunosuke,,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1203,Saber,Spade Pirates,Human,Alive,Unknown,,,,Unknown
1204,Sabo,Revolutionary Army,Human,Alive,Mera Mera no Mi,East Blue (Goa Kingdom),"['Observation', 'Armament']",,Logia
1205,Sadi,Impel Down,Human,Alive,Unknown,Grand Line,,,Unknown
1206,Sai,Happo Navy,Human,Alive,Unknown,West Blue (Kano Country),"['Observation', 'Armament']",210000000,Unknown
1207,Saikoro,,Animal,Unknown,Unknown,,,,Unknown
1208,Saitank,Beasts Pirates (Armored Division),Human,Alive,Rhino SMILE,,,,Zoan
1209,Sakazuki [Akainu],Marines,Human,Alive,Magu Magu no Mi,North Blue,"['Observation', 'Armament']",5000000000,Logia
1210,Saki,,Human,Alive,Unknown,,,,Unknown
1211,Saldeath,Impel Down,Human,Alive,Unknown,Grand Line,,,Unknown
1212,Salome,Kuja,Animal,Alive,Unknown,,,,Unknown
1213,Sam,,Human,Alive,Unknown,East Blue (Conomi Islands),,,Unknown
1214,Samosa,,Human,Alive,Unknown,,,,Unknown
1215,Samurai Batts,,Human,Alive,Unknown,Grand Line,,,Unknown
1216,Sancrin,Brook (former),Longarm,Alive,Unknown,,,,Unknown
1217,Sandayu,Komurasaki,Human,Alive,Unknown,,,,Unknown
1218,Sanji,Straw Hat Pirates,Human,Alive,Unknown,North Blue,"['Observation', 'Armament']",1032000000,Unknown
1219,Sanjuan Wolf,Blackbeard Pirates,Giant,Alive,Deka Deka no Mi,West Blue,,,Paramecia
1220,Sanka,,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1221,Sapi,,Human-Fish-man hybrid,Alive,Unknown,East Blue,,,Unknown
1222,Sarahebi,Beasts Pirates,Human,Alive,Snake SMILE (2),,,,Zoan
1223,Sarai,Takotopus Pirates,Human,Unknown,Unknown,,,,Unknown
1224,Sarfunkel,Gaimon,Human,Alive,Unknown,,,,Unknown
1225,Sarie Nantokanette,Goa Kingdom,Human,Alive,Unknown,,,,Unknown
1226,Sarquiss,Bellamy Pirates,Human,Unknown,Unknown,North Blue (Notice),,38000000,Unknown
1227,Saru,Rosward family,Animal,Alive,Unknown,,,,Unknown
1228,Sarutobi,Beasts Pirates,Human,Alive,Unknown,Grand Line (Wano Country),,,Unknown
1229,Sasaki,Beasts Pirates (Tobiroppo),Fish-man,Alive,"Ryu Ryu no Mi, Model: Triceratops",Grand Line,"['Observation', 'Armament']",472000000,Zoan
1230,Satchels Maffey,Knights of God,Human,Unknown,Unknown,,,,Unknown
1231,Satori,God's Army (former),Moon people - Birkan,Unknown,Unknown,Sky Islands (Birka),['Observation'],,Unknown
1232,Sauce,Jambalaya Kingdom,Human,Alive,Unknown,,,,Unknown
1233,Scales,Poseidon,Animal,Alive,Unknown,,,,Unknown
1234,Scarlett,Dressrosa Kingdom,Human,Deceased,Unknown,,,,Unknown
1235,Schollzo,Franky Family,Human,Alive,Unknown,,,,Unknown
1236,Scien [Queen],Beasts Pirates,Human,Alive,"Ryu Ryu no Mi, Model: Brachiosaurus",Grand Line,"['Observation', 'Armament']",1320000000,Zoan
1237,Scimitarta,Endurance Curry Pirates,Human,Alive,Unknown,,,,Unknown
1238,Scopper Gaban,Roger Pirates (former),Human,Alive,Unknown,,"['Conquerors', 'Observation', 'Armament']",,Unknown
1239,Scorpionlady,Beasts Pirates (Armored Division),Human,Alive,Scorpion SMILE (2),,,,Zoan
1240,Scotch,Beasts Pirates,Human,Unknown,Unknown,,,,Unknown
1241,Scotch [Yeti Cool Brother],Caesar Clown (former),Giant,Unknown,Unknown,Grand Line,,20000000,Unknown
1242,Scratchmen Apoo,On Air Pirates,Longarm,Alive,Oto Oto no Mi,Grand Line,"['Observation', 'Armament']",350000000,Paramecia
1243,Sea Boar,,Animal,Alive,Unknown,,,,Unknown
1244,Seagull Guns Nozdon,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1245,Seamars,Space Pirates,Extraterrestrial,Alive,Unknown,,,,Unknown
1246,Seira,Mermaid Café,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1247,Seki,Lulusia Kingdom,Human,Unknown,Unknown,,,,Unknown
1248,Sengoku,Marines,Human,Alive,"Hito Hito no Mi, Model: Daibutsu",South Blue,"['Conquerors', 'Observation', 'Armament']",,Zoan
1249,Sennorikyuru,,Human,Alive,Unknown,,,,Unknown
1250,Señor Pink,Donquixote Pirates,Human,Alive,Sui Sui no Mi,North Blue,,58000000,Paramecia
1251,Sentomaru,Marines (former),Human,Alive,Unknown,Grand Line (Mt. Kintoki),"['Observation', 'Armament']","500,000,000 [Cross Guild]",Unknown
1252,Serizawa,,Human,Alive,Unknown,,,,Unknown
1253,Seto,Shandia,Moon people - Shandian,Deceased,Unknown,,,,Unknown
1254,Shachi,Heart Pirates,Human,Unknown,Unknown,North Blue,,,Unknown
1255,Shaka,Marines (SSG),Robot,Alive,Unknown,Grand Line (Egghead),,,Unknown
1256,Shakuyaku [Shakky],Shakky's Rip-off Bar,Human,Alive,Unknown,,['Armament'],,Unknown
1257,Sham,Black Cat Pirates,Human,Alive,Unknown,East Blue,,7000000,Unknown
1258,Shanba,Torino Kingdom,Human,Alive,Unknown,,,,Unknown
1259,Shandia Chief,Shandia,Moon people - Shandian,Alive,Unknown,Sky Islands (Skypiea),,,Unknown
